15920488	0.753357	0.091431
13109004	0.654724	0.075562
13303398	0.583679	0.068970
13256138	0.670837	0.086548
12965956	0.618652	0.077881
13519128	0.684021	0.082031
12281798	0.582825	0.067749
12622244	0.580933	0.065918
12750372	0.671692	0.078369
13114768	0.598999	0.071106
13177326	0.659424	0.076721
13361994	0.575256	0.066101
12623616	0.565247	0.067993
12944380	0.716675	0.084839
13586484	0.664124	0.079224
12352314	0.561707	0.065857
12973670	0.663879	0.074890
13301734	0.551819	0.066284
13173194	0.705505	0.081970
12815300	0.553284	0.071777
13434998	0.705933	0.082275
13004124	0.609314	0.069763
13372994	0.601257	0.068848
12902824	0.687073	0.081848
13293234	0.663574	0.075012
13066220	0.598755	0.071716
12707154	0.582397	0.066895
13199712	0.697266	0.079590
12889418	0.553162	0.059448
12980568	0.590149	0.066711
13388990	0.675415	0.078491
12705486	0.722534	0.084656
13220904	0.581299	0.066223
13065730	0.687927	0.079407
12853750	0.571106	0.064575
13310242	0.550415	0.078430
12861050	0.678711	0.073364
13136170	0.665894	0.077515
13077804	0.591125	0.066040
12267608	0.622986	0.073303
12937194	0.605957	0.064880
13027174	0.672485	0.082336
12743220	0.608154	0.069336
12911262	0.671204	0.076599
13477100	0.627930	0.069214
12885838	0.641479	0.074524
12555754	0.617432	0.072571
12931458	0.642456	0.074951
12934190	0.569824	0.064453
12896448	0.651978	0.075256
12957658	0.563354	0.069519
13147736	0.596069	0.069092
12972470	0.664307	0.078369
12880140	0.697021	0.078857
13219572	0.561523	0.065552
12976826	0.678650	0.075073
12936968	0.570679	0.068420
13262018	0.694885	0.081726
12983502	0.545654	0.067993
12822644	0.685791	0.078674
12197278	0.592407	0.070740
13088406	0.587830	0.069946
13069334	0.671631	0.081177
13053776	0.512695	0.063416
12794170	0.756287	0.063965
13107078	0.578064	0.067993
13292408	0.671326	0.077332
13314868	0.627869	0.074036
13035274	0.593445	0.068237
13042560	0.648010	0.074829
13204002	0.631042	0.073303
13069574	0.677795	0.077332
12913210	0.542725	0.062622
13206012	0.660522	0.077087
13438640	0.631348	0.073181
13185380	0.665955	0.077454
13218412	0.623108	0.073608
13245088	0.559265	0.064697
13089216	0.711731	0.086975
13308876	0.688538	0.076965
12771674	0.575562	0.070557
13062628	0.645813	0.071045
13215274	0.563232	0.065979
12844342	0.559143	0.067139
12630458	0.775818	0.086670
13410566	0.642883	0.073792
12950796	0.596924	0.069824
13125956	0.661865	0.076782
12826888	0.677490	0.078796
13037604	0.621704	0.069641
13006054	0.595825	0.065735
13460276	0.713074	0.081360
12663158	0.535339	0.064758
12739270	0.596130	0.069519
12659558	0.723328	0.082642
12916368	0.672424	0.075623
12918416	0.637451	0.075073
12879266	0.576965	0.066589
13014140	0.705139	0.081238
12815042	0.554993	0.063293
12874354	0.652710	0.076111
12931430	0.656555	0.074707
12919122	0.643127	0.072266
12751384	0.656494	0.068665
13120606	0.495605	0.056580
13456226	0.677856	0.080261
12945338	0.667114	0.080078
13279096	0.572449	0.069031
13125638	0.736816	0.083557
13315244	0.512878	0.059753
13325804	0.746948	0.085754
12941978	0.620300	0.075500
13232532	0.655823	0.077698
12955198	0.614258	0.076538
12828042	0.658325	0.072693
12907520	0.574585	0.064514
12834660	0.658020	0.077271
13117012	0.613892	0.073608
13254336	0.676270	0.080139
13018770	0.538391	0.060852
13161956	0.573730	0.069153
13629562	0.746399	0.087585
13323822	0.607056	0.068481
12885132	0.661072	0.079590
12970942	0.587769	0.070740
13469876	0.672058	0.076599
12994202	0.609802	0.070190
13021638	0.652161	0.076843
12931020	0.569031	0.070618
12460476	0.573120	0.065430
13001362	0.717712	0.085327
