17624030	0.887024	0.099304
15060936	0.724792	0.086304
14010314	0.558105	0.069153
14201682	0.695129	0.085754
14217058	0.612976	0.075439
14548976	0.656799	0.080322
13955114	0.672607	0.081543
14487246	0.667236	0.079590
13941498	0.670471	0.080017
14309834	0.639465	0.078613
14020878	0.759277	0.079346
13952822	0.720032	0.083740
14298352	0.743164	0.086731
14397622	0.667664	0.079224
13441684	0.632874	0.065308
13919464	0.656494	0.072937
14356236	0.621582	0.072083
13688050	0.607117	0.069519
14033950	0.639893	0.074341
14383676	0.675171	0.077820
14101602	0.675720	0.076965
13497866	0.649597	0.074097
13735684	0.747925	0.084778
13967580	0.618347	0.071106
13888828	0.676697	0.075867
14288782	0.680786	0.079651
13903328	0.640930	0.072693
14267544	0.655640	0.077026
13974052	0.627991	0.077148
13940320	0.704773	0.083008
14003648	0.684021	0.074829
13955140	0.691895	0.083130
14015182	0.677002	0.076965
13999060	0.576111	0.063110
14254218	0.631042	0.075562
13855852	0.671387	0.072021
14411990	0.654968	0.074890
14247520	0.717896	0.081543
13662462	0.777649	0.089355
14264434	0.671814	0.088135
14180322	0.802002	0.094543
14198678	0.779907	0.091553
14313214	0.636963	0.076660
13832852	0.639099	0.075317
14179154	0.675293	0.079407
13895262	0.685364	0.080872
13899202	0.656311	0.076294
14076680	0.734131	0.081970
13996474	0.704712	0.085266
14129268	0.727478	0.083069
13827806	0.717407	0.087036
13945174	0.736572	0.079468
14066122	0.705383	0.082886
14220482	0.601440	0.083496
12895560	0.656738	0.077271
13831632	0.673828	0.077576
14120838	0.694702	0.079834
14168558	0.714783	0.079895
13659338	0.592651	0.066650
14021908	0.716553	0.081848
13566210	0.688660	0.081299
13832086	0.659424	0.079834
14187922	0.675598	0.075439
13849080	0.573425	0.064026
13838892	0.673950	0.079102
13258094	0.660156	0.074463
13595564	0.599426	0.071899
13694774	0.651245	0.074646
13943592	0.561157	0.069519
13630802	0.573425	0.065125
13811430	0.708496	0.081604
13784536	0.635071	0.074646
13404100	0.640320	0.076721
13307772	0.699219	0.078003
13355738	0.689209	0.081238
13652066	0.706848	0.078491
13530034	0.757263	0.087524
13350540	0.686401	0.076477
13669252	0.686951	0.078613
13825526	0.630981	0.074768
13410198	0.661987	0.078491
13894462	0.636230	0.073975
13552890	0.668152	0.077087
13575242	0.622192	0.072876
13264916	0.582214	0.066650
13555910	0.561584	0.063049
13538438	0.657471	0.078003
12905016	0.735718	0.086304
13026244	0.574768	0.067932
13769250	0.686584	0.085266
13181698	0.684082	0.076294
13404140	0.553711	0.061646
13582108	0.650269	0.074524
13770856	0.677673	0.078613
13060046	0.659851	0.072937
13634562	0.671570	0.075317
13570460	0.588928	0.068787
13164614	0.677429	0.076965
13301504	0.571899	0.066650
14017484	0.792847	0.090332
13851078	0.713745	0.084106
13409552	0.723267	0.086548
13572682	0.681885	0.081543
12989934	0.646973	0.074402
13708672	0.656982	0.075195
13548266	0.623169	0.075378
13807908	0.662598	0.074646
13388470	0.675293	0.079407
13150882	0.719604	0.082825
13687336	0.605164	0.072571
13094770	0.621033	0.073303
13178622	0.739380	0.090942
13350688	0.516479	0.064514
13900200	0.674255	0.083191
13242656	0.648987	0.076660
13554256	0.554749	0.065735
13486414	0.526489	0.063904
13963140	0.672302	0.074402
13809272	0.719238	0.084229
13267646	0.598022	0.072327
13444532	0.588745	0.067200
13148540	0.625916	0.071045
14014498	0.705811	0.084839
14422286	0.698486	0.083435
13702016	0.624390	0.071289
14229846	0.621033	0.074890
13943966	0.654053	0.080627
13845122	0.578552	0.070496
14108274	0.746704	0.086792
14199908	0.679871	0.077881
13540130	0.657898	0.080627
14163232	0.678284	0.078125
13787950	0.648071	0.077332
14034346	0.629578	0.079468
14034810	0.795776	0.090027
14000532	0.714294	0.084839
14218332	0.650330	0.073303
14228280	0.655457	0.078491
13811850	0.737122	0.085510
13638688	0.542969	0.075073
13324956	0.705200	0.082275
14023526	0.579712	0.067200
14340954	0.670654	0.080200
13511214	0.677490	0.089844
14328062	0.691528	0.079712
13968344	0.685181	0.079712
14110692	0.786377	0.095947
12921160	0.661316	0.080017
13058994	0.600952	0.074158
13454492	0.741516	0.087280
12984624	0.646057	0.078735
13110976	0.575806	0.068726
13853978	0.677917	0.080505
13874770	0.772156	0.087646
13675634	0.632874	0.075928
14033806	0.666016	0.076233
13255486	0.641602	0.072571
13982844	0.661621	0.086304
14234812	0.773315	0.089478
13815672	0.596558	0.071960
13747710	0.592041	0.065857
14255132	0.685791	0.077576
14105016	0.693787	0.076965
14219204	0.677307	0.081482
13725604	0.702332	0.077820
13953326	0.817627	0.097778
13578748	0.664978	0.079895
14142830	0.696899	0.080933
13886342	0.694824	0.082397
14111300	0.660156	0.076355
13753480	0.618652	0.071411
13884490	0.715454	0.082947
13322376	0.647156	0.078003
13854302	0.674683	0.077148
14330590	0.616943	0.070251
14451714	0.682495	0.083740
13899786	0.790222	0.095581
13793778	0.709900	0.082886
13975640	0.700928	0.081543
14265640	0.772156	0.093811
14209814	0.750366	0.088135
14150590	0.575684	0.069153
14300712	0.679688	0.080872
14121252	0.535400	0.062317
14271218	0.708191	0.087402
13839016	0.618713	0.072815
13834098	0.679626	0.078125
14042392	0.695984	0.079590
14324646	0.654846	0.077209
13819392	0.729736	0.086121
14159552	0.766479	0.095215
13620544	0.617859	0.074585
13688196	0.744446	0.083069
14134466	0.674927	0.078735
14217712	0.635742	0.074219
13725484	0.624207	0.069397
14095462	0.693604	0.075867
13799714	0.727051	0.080139
14024424	0.689697	0.079407
13690112	0.676636	0.077209
13768640	0.702148	0.079346
13685238	0.696533	0.079285
13989074	0.754333	0.083740
14066214	0.687744	0.078369
14026226	0.701233	0.081604
13828698	0.631897	0.075562
13968462	0.675781	0.076050
13921336	0.659119	0.076660
14078172	0.658203	0.079773
