0 1 1
0 3 1
0 5 1
0 7 1
0 9 1
0 11 1
0 13 1
0 15 1
0 17 1
0 19 1
0 21 1
0 23 1
0 25 1
0 27 1
0 29 1
0 31 1
0 33 1
0 35 1
0 37 1
0 39 1
0 41 1
0 43 1
0 45 1
0 47 1
0 49 1
0 51 1
0 53 1
0 55 1
0 57 1
0 59 1
0 61 1
0 63 1
0 65 1
0 67 1
0 69 1
0 71 1
0 73 1
0 75 1
0 77 1
0 79 1
0 81 1
0 83 1
0 85 1
0 87 1
0 89 1
0 91 1
0 93 1
0 95 1
0 97 1
0 99 1
0 101 1
0 103 1
0 105 1
0 107 1
0 109 1
0 111 1
0 113 1
0 115 1
0 117 1
0 119 1
0 121 1
0 123 1
0 125 1
0 127 1
0 129 1
0 131 1
0 133 1
0 135 1
0 137 1
0 139 1
0 141 1
0 143 1
0 145 1
0 147 1
0 149 1
0 151 1
0 153 1
0 155 1
0 157 1
0 159 1
0 161 1
0 163 1
0 165 1
0 167 1
0 169 1
0 171 1
0 173 1
0 175 1
0 177 1
0 179 1
0 181 1
0 183 1
0 185 1
0 187 1
0 189 1
0 191 1
0 193 1
0 195 1
0 197 1
0 199 1
0 201 1
0 203 1
0 205 1
0 207 1
0 209 1
0 211 1
0 213 1
0 215 1
0 217 1
0 219 1
0 221 1
0 223 1
0 225 1
0 227 1
0 229 1
0 231 1
0 233 1
0 235 1
0 237 1
0 239 1
0 241 1
0 243 1
0 245 1
0 247 1
0 249 1
0 251 1
0 253 1
0 255 1
1 1 0.540302
1 3 0.597375
1 5 0.647906
1 7 0.692504
1 9 0.731761
1 11 0.766238
1 13 0.796458
1 15 0.822902
1 17 0.846009
1 19 0.866175
1 21 0.883756
1 23 0.899069
1 25 0.912396
1 27 0.923987
1 29 0.934062
1 31 0.942814
1 33 0.950415
1 35 0.957013
1 37 0.962739
1 39 0.967706
1 41 0.972014
1 43 0.97575
1 45 0.978989
1 47 0.981797
1 49 0.98423
1 51 0.986339
1 53 0.988167
1 55 0.98975
1 57 0.991122
1 59 0.99231
1 61 0.99334
1 63 0.994232
1 65 0.995004
1 67 0.995673
1 69 0.996253
1 71 0.996755
1 73 0.99719
1 75 0.997566
1 77 0.997892
1 79 0.998175
1 81 0.998419
1 83 0.998631
1 85 0.998815
1 87 0.998973
1 89 0.999111
1 91 0.99923
1 93 0.999333
1 95 0.999423
1 97 0.9995
1 99 0.999567
1 101 0.999625
1 103 0.999675
1 105 0.999719
1 107 0.999757
1 109 0.999789
1 111 0.999817
1 113 0.999842
1 115 0.999863
1 117 0.999881
1 119 0.999897
1 121 0.999911
1 123 0.999923
1 125 0.999933
1 127 0.999942
1 129 0.99995
1 131 0.999957
1 133 0.999963
1 135 0.999968
1 137 0.999972
1 139 0.999976
1 141 0.999979
1 143 0.999982
1 145 0.999984
1 147 0.999986
1 149 0.999988
1 151 0.99999
1 153 0.999991
1 155 0.999992
1 157 0.999993
1 159 0.999994
1 161 0.999995
1 163 0.999996
1 165 0.999996
1 167 0.999997
1 169 0.999997
1 171 0.999998
1 173 0.999998
1 175 0.999998
1 177 0.999998
1 179 0.999999
1 181 0.999999
1 183 0.999999
1 185 0.999999
1 187 0.999999
1 189 0.999999
1 191 0.999999
1 193 1
1 195 1
1 197 1
1 199 1
1 201 1
1 203 1
1 205 1
1 207 1
1 209 1
1 211 1
1 213 1
1 215 1
1 217 1
1 219 1
1 221 1
1 223 1
1 225 1
1 227 1
1 229 1
1 231 1
1 233 1
1 235 1
1 237 1
1 239 1
1 241 1
1 243 1
1 245 1
1 247 1
1 249 1
1 251 1
1 253 1
1 255 1
2 1 -0.416147
2 3 -0.286285
2 5 -0.160436
2 7 -0.0408767
2 9 0.0709483
2 11 0.174241
2 13 0.26869
2 15 0.354336
2 17 0.431463
2 19 0.500519
2 21 0.562049
2 23 0.61665
2 25 0.664932
2 27 0.707503
2 29 0.744942
2 31 0.777798
2 33 0.806578
2 35 0.831749
2 37 0.853733
2 39 0.872911
2 41 0.889624
2 43 0.904177
2 45 0.91684
2 47 0.92785
2 49 0.937418
2 51 0.94573
2 53 0.952946
2 55 0.95921
2 57 0.964645
2 59 0.969359
2 61 0.973448
2 63 0.976993
2 65 0.980067
2 67 0.982731
2 69 0.98504
2 71 0.98704
2 73 0.988774
2 75 0.990276
2 77 0.991578
2 79 0.992705
2 81 0.993682
2 83 0.994528
2 85 0.995261
2 87 0.995896
2 89 0.996446
2 91 0.996922
2 93 0.997334
2 95 0.997691
2 97 0.998001
2 99 0.998269
2 101 0.998501
2 103 0.998702
2 105 0.998875
2 107 0.999026
2 109 0.999157
2 111 0.99927
2 113 0.999368
2 115 0.999452
2 117 0.999526
2 119 0.999589
2 121 0.999644
2 123 0.999692
2 125 0.999733
2 127 0.999769
2 129 0.9998
2 131 0.999827
2 133 0.99985
2 135 0.99987
2 137 0.999888
2 139 0.999903
2 141 0.999916
2 143 0.999927
2 145 0.999937
2 147 0.999945
2 149 0.999953
2 151 0.999959
2 153 0.999964
2 155 0.999969
2 157 0.999973
2 159 0.999977
2 161 0.99998
2 163 0.999983
2 165 0.999985
2 167 0.999987
2 169 0.999989
2 171 0.99999
2 173 0.999992
2 175 0.999993
2 177 0.999994
2 179 0.999995
2 181 0.999995
2 183 0.999996
2 185 0.999996
2 187 0.999997
2 189 0.999997
2 191 0.999998
2 193 0.999998
2 195 0.999998
2 197 0.999999
2 199 0.999999
2 201 0.999999
2 203 0.999999
2 205 0.999999
2 207 0.999999
2 209 0.999999
2 211 0.999999
2 213 1
2 215 1
2 217 1
2 219 1
2 221 1
2 223 1
2 225 1
2 227 1
2 229 1
2 231 1
2 233 1
2 235 1
2 237 1
2 239 1
2 241 1
2 243 1
2 245 1
2 247 1
2 249 1
2 251 1
2 253 1
2 255 1
3 1 -0.989992
3 3 -0.939415
3 5 -0.855801
3 7 -0.749118
3 9 -0.627927
3 11 -0.499217
3 13 -0.368457
3 15 -0.239735
3 17 -0.115966
3 19 0.000898983
3 21 0.109673
3 23 0.209752
3 25 0.300967
3 27 0.38346
3 29 0.457582
3 31 0.523824
3 33 0.582754
3 35 0.634977
3 37 0.681105
3 39 0.721736
3 41 0.757441
3 43 0.788752
3 45 0.816163
3 47 0.840123
3 49 0.861041
3 51 0.879281
3 53 0.895173
3 55 0.909006
3 57 0.921039
3 59 0.9315
3 61 0.940589
3 63 0.948483
3 65 0.955337
3 67 0.961284
3 69 0.966444
3 71 0.97092
3 73 0.974801
3 75 0.978166
3 77 0.981084
3 79 0.983612
3 81 0.985803
3 83 0.987702
3 85 0.989348
3 87 0.990773
3 89 0.992008
3 91 0.993078
3 93 0.994005
3 95 0.994808
3 97 0.995503
3 99 0.996106
3 101 0.996627
3 103 0.997079
3 105 0.997471
3 107 0.997809
3 109 0.998103
3 111 0.998357
3 113 0.998577
3 115 0.998768
3 117 0.998933
3 119 0.999076
3 121 0.9992
3 123 0.999307
3 125 0.9994
3 127 0.99948
3 129 0.99955
3 131 0.99961
3 133 0.999663
3 135 0.999708
3 137 0.999747
3 139 0.999781
3 141 0.99981
3 143 0.999836
3 145 0.999858
3 147 0.999877
3 149 0.999893
3 151 0.999908
3 153 0.99992
3 155 0.999931
3 157 0.99994
3 159 0.999948
3 161 0.999955
3 163 0.999961
3 165 0.999966
3 167 0.999971
3 169 0.999975
3 171 0.999978
3 173 0.999981
3 175 0.999984
3 177 0.999986
3 179 0.999988
3 181 0.999989
3 183 0.999991
3 185 0.999992
3 187 0.999993
3 189 0.999994
3 191 0.999995
3 193 0.999996
3 195 0.999996
3 197 0.999997
3 199 0.999997
3 201 0.999997
3 203 0.999998
3 205 0.999998
3 207 0.999998
3 209 0.999999
3 211 0.999999
3 213 0.999999
3 215 0.999999
3 217 0.999999
3 219 0.999999
3 221 0.999999
3 223 0.999999
3 225 1
3 227 1
3 229 1
3 231 1
3 233 1
3 235 1
3 237 1
3 239 1
3 241 1
3 243 1
3 245 1
3 247 1
3 249 1
3 251 1
3 253 1
3 255 1
4 1 -0.653644
4 3 -0.836081
4 5 -0.948521
4 7 -0.996658
4 9 -0.989933
4 11 -0.93928
4 13 -0.855611
4 15 -0.748892
4 17 -0.62768
4 19 -0.498962
4 21 -0.368201
4 23 -0.239487
4 25 -0.11573
4 27 0.00112042
4 29 0.109878
4 31 0.209939
4 33 0.301137
4 35 0.383613
4 37 0.457719
4 39 0.523946
4 41 0.582862
4 43 0.635073
4 45 0.68119
4 47 0.721811
4 49 0.757506
4 51 0.788809
4 53 0.816213
4 55 0.840167
4 57 0.861079
4 59 0.879315
