3956	0	0.01	1	train	
4442	0	0.01	1	train	
4476	0	0.01	1	train	
4462	0	0.01	1	train	
4490	0	0.01	1	train	
4236	0	0.01	1	train	
4204	0	0.01	1	train	
4446	0	0.01	1	train	
4520	0	0.01	1	train	
4506	0	0.01	1	train	
4508	0	0.01	1	train	
4522	0	0.01	1	train	
4512	0	0.01	1	train	
4514	0	0.01	1	train	
4524	0	0.01	1	train	
4506	0	0.01	1	train	
4514	0	0.01	1	train	
4520	0	0.01	1	train	
4508	0	0.01	1	train	
4522	0	0.01	1	train	
4516	0	0.01	1	train	
4502	0	0.01	1	train	
4514	0	0.01	1	train	
4526	0	0.01	1	train	
4528	0	0.01	1	train	
4510	0	0.01	1	train	
4516	0	0.01	1	train	
4526	0	0.01	1	train	
4516	0	0.01	1	train	
4504	0	0.01	1	train	
4510	0	0.01	1	train	
4526	0	0.01	1	train	
4504	0	0.01	1	train	
4518	0	0.01	1	train	
4518	0	0.01	1	train	
4516	0	0.01	1	train	
4304	0	0.01	1	train	
4510	0	0.01	1	train	
4516	0	0.01	1	train	
4534	0	0.01	1	train	
4518	0	0.01	1	train	
4506	0	0.01	1	train	
4516	0	0.01	1	train	
4528	0	0.01	1	train	
4522	0	0.01	1	train	
4528	0	0.01	1	train	
4518	0	0.01	1	train	
4526	0	0.01	1	train	
4506	0	0.01	1	train	
4510	0	0.01	1	train	
4512	0	0.01	1	train	
4518	0	0.01	1	train	
802	0	0.01	1	train	
4518	0	0.01	1	train	
4506	0	0.01	1	train	
4510	0	0.01	1	train	
4510	0	0.01	1	train	
4510	0	0.01	1	train	
4508	0	0.01	1	train	
4502	0	0.01	1	train	
4514	0	0.01	1	train	
4504	0	0.01	1	train	
4500	0	0.01	1	train	
4508	0	0.01	1	train	
4502	0	0.01	1	train	
4510	0	0.01	1	train	
4456	0	0.01	1	train	
4466	0	0.01	1	train	
4524	0	0.01	1	train	
4504	0	0.01	1	train	
4460	0	0.01	1	train	
4462	0	0.01	1	train	
4510	0	0.01	1	train	
804	0	0.01	1	train	
4506	0	0.01	1	train	
4534	0	0.01	1	train	
4518	0	0.01	1	train	
4520	0	0.01	1	train	
4516	0	0.01	1	train	
4520	0	0.01	1	train	
4526	0	0.01	1	train	
4500	0	0.01	1	train	
4502	0	0.01	1	train	
4548	0	0.01	1	train	
4526	0	0.01	1	train	
4502	0	0.01	1	train	
4514	0	0.01	1	train	
4526	0	0.01	1	train	
4504	0	0.01	1	train	
4510	0	0.01	1	train	
4518	0	0.01	1	train	
4522	0	0.01	1	train	
4516	0	0.01	1	train	
4526	0	0.01	1	train	
4510	0	0.01	1	train	
4518	0	0.01	1	train	
4536	0	0.01	1	train	
4516	0	0.01	1	train	
4532	0	0.01	1	train	
4514	0	0.01	1	train	
4506	0	0.01	1	train	
4516	0	0.01	1	train	
4518	0	0.01	1	train	
4524	0	0.01	1	train	
4506	0	0.01	1	train	
4516	0	0.01	1	train	
4502	0	0.01	1	train	
4502	0	0.01	1	train	
4518	0	0.01	1	train	
4512	0	0.01	1	train	
4504	0	0.01	1	train	
4522	0	0.01	1	train	
4514	0	0.01	1	train	
4516	0	0.01	1	train	
4522	0	0.01	1	train	
4502	0	0.01	1	train	
4520	0	0.01	1	train	
4506	0	0.01	1	train	
4520	0	0.01	1	train	
4506	0	0.01	1	train	
4524	0	0.01	1	train	
4532	0	0.01	1	train	
862	0	0.01	1	train	
4500	0	0.01	1	train	
4506	0	0.01	1	train	
4514	0	0.01	1	train	
850	0	0.01	1	train	
792	0	0.01	1	train	
4504	0	0.01	1	train	
4500	0	0.01	1	train	
4522	0	0.01	1	train	
4508	0	0.01	1	train	
4516	0	0.01	1	train	
4522	0	0.01	1	train	
848	0	0.01	1	train	
826	0	0.01	1	train	
4518	0	0.01	1	train	
4494	0	0.01	1	train	
4510	0	0.01	1	train	
4492	0	0.01	1	train	
4462	0	0.01	1	train	
4650	0	0.01	1	train	
4522	0	0.01	1	train	
4502	0	0.01	1	train	
4512	0	0.01	1	train	
4514	0	0.01	1	train	
4504	0	0.01	1	train	
4528	0	0.01	1	train	
4500	0	0.01	1	train	
4504	0	0.01	1	train	
4508	0	0.01	1	train	
4518	0	0.01	1	train	
4496	0	0.01	1	train	
4510	0	0.01	1	train	
4512	0	0.01	1	train	
856	0	0.01	1	train	
4502	0	0.01	1	train	
4516	0	0.01	1	train	
4440	0	0.01	1	train	
4518	0	0.01	1	train	
4520	0	0.01	1	train	
4510	0	0.01	1	train	
4518	0	0.01	1	train	
4518	0	0.01	1	train	
4506	0	0.01	1	train	
4518	0	0.01	1	train	
4516	0	0.01	1	train	
4520	0	0.01	1	train	
4522	0	0.01	1	train	
4512	0	0.01	1	train	
4298	0	0.01	1	train	
4520	0	0.01	1	train	
4512	0	0.01	1	train	
4522	0	0.01	1	train	
