0 0 0
0 2 0
0 4 0
0 6 0
0 8 0
0 10 0
0 12 0
0 14 0
0 16 0
0 18 0
0 20 0
0 22 0
0 24 0
0 26 0
0 28 0
0 30 0
0 32 0
0 34 0
0 36 0
0 38 0
0 40 0
0 42 0
0 44 0
0 46 0
0 48 0
0 50 0
0 52 0
0 54 0
0 56 0
0 58 0
0 60 0
0 62 0
0 64 0
0 66 0
0 68 0
0 70 0
0 72 0
0 74 0
0 76 0
0 78 0
0 80 0
0 82 0
0 84 0
0 86 0
0 88 0
0 90 0
0 92 0
0 94 0
0 96 0
0 98 0
0 100 0
0 102 0
0 104 0
0 106 0
0 108 0
0 110 0
0 112 0
0 114 0
0 116 0
0 118 0
0 120 0
0 122 0
0 124 0
0 126 0
0 128 0
0 130 0
0 132 0
0 134 0
0 136 0
0 138 0
0 140 0
0 142 0
0 144 0
0 146 0
0 148 0
0 150 0
0 152 0
0 154 0
0 156 0
0 158 0
0 160 0
0 162 0
0 164 0
0 166 0
0 168 0
0 170 0
0 172 0
0 174 0
0 176 0
0 178 0
0 180 0
0 182 0
0 184 0
0 186 0
0 188 0
0 190 0
0 192 0
0 194 0
0 196 0
0 198 0
0 200 0
0 202 0
0 204 0
0 206 0
0 208 0
0 210 0
0 212 0
0 214 0
0 216 0
0 218 0
0 220 0
0 222 0
0 224 0
0 226 0
0 228 0
0 230 0
0 232 0
0 234 0
0 236 0
0 238 0
0 240 0
0 242 0
0 244 0
0 246 0
0 248 0
0 250 0
0 252 0
0 254 0
1 0 0.841471
1 2 0.801962
1 4 0.76172
1 6 0.721414
1 8 0.681561
1 10 0.642557
1 12 0.604694
1 14 0.568183
1 16 0.533168
1 18 0.49974
1 20 0.467948
1 22 0.437807
1 24 0.409309
1 26 0.382425
1 28 0.357112
1 30 0.333318
1 32 0.310984
1 34 0.290044
1 36 0.270432
1 38 0.252081
1 40 0.234921
1 42 0.218887
1 44 0.203912
1 46 0.189934
1 48 0.176892
1 50 0.164727
1 52 0.153385
1 54 0.142811
1 56 0.132957
1 58 0.123776
1 60 0.115222
1 62 0.107254
1 64 0.0998334
1 66 0.092923
1 68 0.0864882
1 70 0.080497
1 72 0.0749192
1 74 0.0697264
1 76 0.0648925
1 78 0.0603929
1 80 0.0562045
1 82 0.052306
1 84 0.0486775
1 86 0.0453003
1 88 0.0421572
1 90 0.0392318
1 92 0.0365093
1 94 0.0339755
1 96 0.0316175
1 98 0.029423
1 100 0.0273808
1 102 0.0254802
1 104 0.0237115
1 106 0.0220656
1 108 0.0205338
1 110 0.0191084
1 112 0.0177819
1 114 0.0165474
1 116 0.0153987
1 118 0.0143296
1 120 0.0133348
1 122 0.0124091
1 124 0.0115476
1 126 0.0107459
1 128 0.00999983
1 130 0.00930559
1 132 0.00865954
1 134 0.00805833
1 136 0.00749887
1 138 0.00697825
1 140 0.00649377
1 142 0.00604293
1 144 0.00562338
1 146 0.00523297
1 148 0.00486966
1 150 0.00453157
1 152 0.00421695
1 154 0.00392418
1 156 0.00365173
1 158 0.0033982
1 160 0.00316227
1 162 0.00294272
1 164 0.00273842
1 166 0.00254829
1 168 0.00237137
1 170 0.00220673
1 172 0.00205352
1 174 0.00191095
1 176 0.00177828
1 178 0.00165482
1 180 0.00153993
1 182 0.00143301
1 184 0.00133352
1 186 0.00124094
1 188 0.00115478
1 190 0.00107461
1 192 0.001
1 194 0.000930572
1 196 0.000865964
1 198 0.000805842
1 200 0.000749894
1 202 0.000697831
1 204 0.000649382
1 206 0.000604296
1 208 0.000562341
1 210 0.000523299
1 212 0.000486968
1 214 0.000453158
1 216 0.000421696
1 218 0.000392419
1 220 0.000365174
1 222 0.000339821
1 224 0.000316228
1 226 0.000294273
1 228 0.000273842
1 230 0.00025483
1 232 0.000237137
1 234 0.000220673
1 236 0.000205352
1 238 0.000191095
1 240 0.000177828
1 242 0.000165482
1 244 0.000153993
1 246 0.000143301
1 248 0.000133352
1 250 0.000124094
1 252 0.000115478
1 254 0.000107461
2 0 0.909297
2 2 0.958144
2 4 0.987046
2 6 0.999164
