0,-38784
0,7140
0,10234
0,9448
0,10292
0,10192
0,9308
0,8934
0,8720
0,8684
0,8832
0,8454
0,8634
0,34892
0,3802
0,3592
0,4012
0,3880
0,4508
0,3756
0,3984
0,3854
0,5178
0,2930
0,3938
0,3918
0,3802
0,3784
0,3572
0,4862
0,3984
0,4372
0,3516
0,3886
0,3994
0,3940
0,4110
0,3462
0,3864
0,3480
0,4366
0,3900
0,4280
0,3906
0,3156
0,4328
0,4052
0,3638
0,3596
0,4342
0,3716
0,3612
0,4634
0,4992
0,3774
0,3366
0,3636
0,3856
0,3846
0,3898
0,3762
0,3482
0,3596
0,3072
0,3770
0,3868
0,4526
0,-1460
0,3972
0,3688
0,3350
0,4264
0,3556
0,3770
0,3452
0,4052
0,3402
0,4482
0,3928
0,4420
0,4156
0,3782
0,4862
0,4688
0,3856
0,3240
0,3654
0,3780
0,4356
0,1310
0,514
0,1758
0,-168
0,710
0,2334
0,1060
0,1090
0,1400
0,1252
0,1574
0,444
0,1222
0,1794
0,1116
0,906
0,1180
0,1360
0,736
0,898
0,1448
0,1298
0,698
0,1648
0,1090
0,1192
0,464
0,712
0,1010
0,990
0,1596
0,858
0,1114
0,788
0,864
0,1056
0,768
0,1660
0,1614
0,712
0,1388
0,744
0,840
0,2004
0,798
0,1266
0,878
0,1878
0,784
0,524
0,602
0,854
0,966
0,1092
0,1736
0,1336
0,1024
0,590
0,1368
0,1496
0,1126
0,148
0,1350
0,646
0,1134
0,1392
0,1298
0,458
0,1218
0,1310
0,1834
0,880
0,384
0,716
0,1324
0,1338
0,1116
0,1348
0,1086
0,1104
0,818
0,1390
0,734
0,658
0,1796
0,714
0,526
0,1400
0,1522
0,-7772
0,1190
0,1288
0,1482
0,874
0,308
0,1164
0,1174
0,1424
0,1588
0,774
0,1050
0,866
0,2020
0,1622
0,1176
0,1034
0,1396
0,1988
0,1120
0,1114
0,1724
0,1550
0,680
0,1492
0,1126
0,442
0,1368
0,-8828
0,1230
0,1136
0,1396
0,1426
0,1384
0,1058
0,1244
0,892
0,1128
0,910
0,1566
0,2330
0,1034
0,424
0,794
0,1320
0,1246
0,734
0,796
0,1254
0,2000
0,1106
0,1602
0,1066
0,1000
0,812
0,1494
0,-5136
0,910
0,-384
0,1024
0,1670
0,1214
0,904
0,1402
0,868
0,1414
0,1696
0,1034
0,1364
0,1328
0,1430
0,1308
0,1172
0,1138
0,686
0,1452
0,940
0,1130
0,1394
0,1430
0,1272
0,1538
0,1508
0,912
0,1748
0,1754
0,1202
0,758
0,908
0,790
0,430
0,1784
0,1396
0,710
0,1500
0,392
0,1264
0,1374
0,1502
0,1500
0,1070
0,1156
0,238
0,1100
0,1162
0,1190
0,906
0,580
0,728
0,1588
0,550
0,772
0,-69754
0,4786
0,4486
0,4322
0,3848
0,3828
0,3682
0,4658
0,4130
0,4274
0,3290
0,3974
0,3656
0,4210
0,4956
0,3180
0,3984
0,3904
0,4128
0,4190
0,3780
0,3376
0,3474
0,3784
0,4470
0,4326
0,3556
0,4304
0,4420
0,4080
0,4042
0,3774
0,4402
0,4054
0,3616
0,4016
0,3856
0,3662
0,3652
0,3546
0,3620
0,4176
0,3008
0,3774
0,3968
0,4566
0,4320
0,4070
0,4460
0,4482
0,4116
0,3740
0,3880
0,-3316
0,4072
0,3302
0,3766
0,4014
0,2634
0,4220
0,3692
0,3428
0,3742
0,3632
0,3994
0,4098
0,3928
0,3772
0,3602
0,3272
0,3428
0,3966
0,3626
0,3916
0,3764
0,3422
0,4452
0,3914
0,4344
0,3784
0,-5588
0,3622
0,4856
0,3964
0,3970
0,4236
0,3530
0,3430
0,3376
0,4260
0,3044
0,4514
0,3818
0,4128
0,4238
0,3906
0,4558
0,3962
0,4054
0,3806
0,4476
0,3962
0,3428
0,3804
0,3994
0,4460
0,3630
0,-2826
0,1294
0,1994
0,374
0,874
0,1888
0,1716
0,1396
0,1586
0,1508
0,600
0,1206
0,1034
0,1190
0,1152
0,1282
0,1392
0,462
0,102
0,944
0,690
0,1354
0,1002
0,1648
0,1618
0,1112
0,800
0,1014
0,-10576
0,1028
0,882
0,1040
0,1766
0,732
0,770
0,976
0,886
0,872
0,1106
0,1624
0,1670
0,1310
0,1446
0,908
0,492
0,2230
0,1344
0,1270
0,968
0,1128
0,1012
0,1872
0,1458
0,1752
0,2024
0,680
0,-5028
0,1000
0,1342
0,1192
0,1492
0,1128
0,1536
0,382
0,1312
0,1152
0,1074
0,1970
0,900
0,1748
0,1656
0,784
0,1516
0,1086
0,732
0,428
0,1124
0,966
0,762
0,674
0,1352
0,1378
0,1602
0,1022
0,-3496
0,1240
0,1274
0,932
0,1110
0,1176
0,1068
0,682
0,1036
0,746
0,1630
0,780
0,1078
0,1208
0,1976
0,1026
0,822
0,720
0,1474
0,1230
0,924
0,1110
0,1914
0,1080
0,1016
0,1522
0,1052
0,108
0,-2884
0,1054
0,1844
0,1410
0,1168
0,696
0,900
0,1538
0,1560
0,702
0,914
0,752
0,1794
0,1510
0,1152
0,890
0,1018
0,1274
0,1510
0,1764
0,1316
0,1402
0,458
0,1086
0,1160
0,850
0,638
0,1548
0,-4410
0,830
0,632
0,372
0,924
0,558
0,760
0,1548
0,866
0,720
0,1448
0,1496
0,1322
0,1002
0,926
0,1130
0,628
0,430
0,1238
0,524
0,1190
0,1060
0,1030
0,1196
0,602
0,1068
0,1486
0,1004
0,-6254
0,1396
0,1180
0,1128
0,680
0,1258
0,1084
0,94
0,730
0,1138
0,984
0,1224
0,1440
0,980
0,1226
0,808
0,1286
0,1604
0,774
0,1336
0,870
0,1258
0,1200
0,736
0,1196
0,1332
0,1594
0,1452
0,-3730
0,1356
0,656
0,768
0,664
0,1918
0,1486
0,2030
0,596
0,2302
0,4456
0,3466
0,3788
0,3230
0,4410
0,4844
0,4410
0,3702
0,4358
0,4268
0,4098
0,4106
0,3826
0,4466
0,3940
0,3850
0,-3510
0,3954
0,3846
0,4258
0,4224
0,3928
0,3792
0,4160
0,4412
0,3908
0,4324
0,3550
0,4584
0,3828
0,3278
0,4050
0,4332
0,2624
0,3602
0,3888
0,4284
0,3424
0,3652
0,4046
0,4608
0,3932
0,3950
0,-924
0,3664
0,3442
0,3492
0,3684
0,3720
0,3586
0,3828
0,3590
0,3646
0,4102
0,3402
0,4504
0,3984
0,3954
0,3844
0,3788
0,3726
0,4310
0,3194
0,3480
0,3536
0,2930
0,3826
0,3310
0,4096
0,3418
0,-1376
0,3286
0,3746
0,4298
0,3746
0,3820
0,4220
0,3904
0,3050
0,4290
0,3666
0,3986
0,4238
0,4034
0,3990
0,4348
0,3864
0,3998
0,4398
0,3848
0,3432
0,3856
0,4102
0,3864
0,4036
0,4072
0,4218
0,2834
0,4068
0,4404
0,3522
0,3514
0,3916
0,4058
0,4052
0,1074
0,688
0,1022
0,866
0,1358
0,1260
0,1210
0,856
0,1146
0,542
0,1388
0,1178
0,1206
0,850
0,1512
0,1198
0,656
0,1194
0,766
0,4854
0,1458
0,944
0,1098
0,950
0,534
0,1288
0,1092
0,1164
0,1444
0,1336
0,2032
0,680
0,1894
0,1038
0,1112
0,1518
0,1582
0,400
0,1276
0,1334
0,756
0,1036
0,1208
0,1294
0,1068
0,1384
0,1016
0,4580
0,820
0,1076
0,1110
0,720
0,746
0,846
0,1994
0,1358
0,1286
0,1526
0,1414
0,1808
0,580
0,1598
0,1100
0,1308
0,1108
0,670
0,1136
0,784
0,1772
0,794
0,1358
0,1286
0,1370
0,1278
0,848
0,7144
0,1420
0,1070
0,904
0,1092
0,778
0,1098
0,1242
0,1392
0,1724
0,1358
0,1302
0,866
0,536
0,926
0,588
0,1728
0,1574
0,1244
0,1380
0,1238
0,1302
0,1386
0,390
0,1298
0,1420
0,990
0,770
0,6720
0,656
0,1228
0,1150
0,1480
0,1372
0,1094
0,676
0,490
0,900
0,778
0,1142
0,1022
0,1174
0,1524
0,1518
0,2106
0,564
0,1092
0,968
0,554
0,1732
0,1276
0,1168
0,900
0,1488
0,1262
0,978
0,8362
0,1712
0,1024
0,1086
0,528
0,652
0,884
0,1470
0,1126
0,746
0,1470
0,1536
0,1118
0,1302
0,984
0,1262
0,1136
0,1680
0,1200
0,844
0,1528
0,614
0,1238
0,1318
0,1922
0,1474
0,858
0,1544
0,1532
0,1354
0,584
0,1276
0,1450
0,476
0,1880
0,826
0,740
0,1300
0,822
0,1444
0,1876
0,1420
0,1108
0,1106
0,1154
0,728
0,1256
0,1964
0,1544
0,984
0,834
0,782
0,1714
0,594
0,1132
0,1548
0,1438
0,1372
0,1130
0,1254
0,1160
0,1068
0,840
0,1392
0,426
0,1152
0,924
0,920
0,666
0,736
0,1288
0,458
0,1030
0,1394
0,1440
0,722
0,396
0,1854
0,1284
0,802
0,1032
0,1158
0,936
0,1266
0,1344
0,290
0,950
0,838
0,1370
0,1404
0,1492
0,1158
0,996
0,1276
0,924
0,1180
0,1266
0,828
0,1488
0,1164
0,1964
0,690
0,1578
0,1192
0,1138
0,1148
0,1046
0,1394
0,1286
0,1258
0,960
0,992
0,-4772
0,1008
0,708
0,1820
0,956
0,-74
0,1178
0,1352
0,1014
0,1098
0,1280
0,900
0,548
0,942
0,1304
0,878
0,524
0,1276
0,1384
0,790
0,1068
0,876
0,1242
0,698
0,1412
0,1278
0,1544
0,1408
0,-336
0,1930
0,724
0,768
0,850
0,1008
0,1010
0,722
0,1140
0,572
0,1066
0,1240
0,1350
0,1140
0,1126
0,980
0,1632
0,1916
0,214
0,1288
0,1238
0,494
0,984
0,1334
0,1646
0,694
0,1258
0,874
0,1250
0,1238
0,1246
0,1360
0,850
0,1686
0,976
0,1024
0,1312
0,974
0,1636
0,1896
0,1260
0,254
0,1608
0,1096
0,854
0,1402
0,524
0,1882
0,998
0,1142
0,1058
0,636
0,1656
0,620
0,688
0,936
0,-262
0,992
0,1412
0,526
0,594
0,1254
0,684
0,940
0,1160
0,1706
0,8
0,1438
0,670
0,1320
0,812
0,1516
0,1420
0,148
0,912
0,1646
0,1516
0,832
0,836
0,1440
0,956
0,1270
0,1306
0,1162
0,-292
0,1030
0,606
0,1052
0,1526
0,568
0,866
0,1558
0,638
0,1124
0,896
0,922
0,450
0,976
0,680
0,1868
0,970
0,1234
0,1258
0,1236
0,1678
0,140
0,1094
0,1422
0,1198
0,1236
0,1554
0,1058
0,1230
0,1422
0,474
0,1066
0,1252
0,1054
0,2040
0,1110
0,1162
0,296
0,1314
0,1270
